questions,answers
종가집양반김밥의 대표 메뉴가 무엇인가요?,"종가집양반김밥의 메뉴에는 키토김밥,  치즈돈까스이 있습니다"
종가집양반김밥의 휴무일을 알 수 있나요?,종가집양반김밥의 휴무일은 둘째 일요일입니다
종가집양반김밥에 인접한 시설을 알 수 있나요?,"종가집양반김밥에 인접한 시설에는 금천구청역 1번 출구,  성음음악학원,  이철헤어커커가 있습니다"
종가집양반김밥의 주차시설이 있나요?,종가집양반김밥의 주차시설이 있습니다
종가집양반김밥의 주소를 알 수 있나요?,종가집양반김밥의 주소는 서울 금천구 벚꽃로 30 금천 롯데캐슬 골드파크2차 205동입니다
종가집양반김밥의 영업시간을 알 수 있나요?,종가집양반김밥의 영업시간은 09:00 - 21:00입니다
종가집양반김밥의 영업시간은 어떻게 되나요?,종가집양반김밥의 영업시간은 09:00 - 21:00입니다
한남타츠의 연락처를 알 수 있나요?,한남타츠의 연락처는 02-797-0624입니다
한남타츠의 대표적인 메뉴는 무엇이 있나요?,"한남타츠의 메뉴에는 사시미,  아보카도와 참치이 있습니다"
한남타츠의 휴무일은 어떻게 되나요?,한남타츠의 휴무일은 없음입니다
한남타츠에 인접한 시설이 있나요?,"한남타츠에 인접한 시설에는 한남역 1번 출구,  미스틱스토리,  한남리커가 있습니다"
한남타츠의 주소를 알 수 있나요?,한남타츠의 주소는 서울 용산구 한남대로20길 37 1층 한남타츠입니다
한남타츠에 인접한 시설을 알 수 있나요?,"한남타츠에 인접한 시설에는 한남역 1번 출구,  미스틱스토리,  한남리커가 있습니다"
한남타츠의 주차시설이 있는지 알 수 있나요?,한남타츠의 주차시설이 있습니다
한남타츠의 영업시간을 알 수 있나요?,한남타츠의 영업시간은 16:00~24:00입니다
한남타츠의 주요 메뉴를 알 수 있나요?,"한남타츠의 메뉴에는 사시미,  아보카도와 참치이 있습니다"
한남타츠의 영업시간은 몇시부터 몇시까지로 기재되어 있나요?,한남타츠의 영업시간은 16:00~24:00입니다
한남타츠의 영업시간은 어떻게 되나요?,한남타츠의 영업시간은 16:00~24:00입니다
테일러김밥에 인접한 시설이 있나요?,"테일러김밥에 인접한 시설에는 중곡역 2번 출구,  이마트에브리데이,  영남상회가 있습니다"
테일러김밥의 주소는 어떻게 되나요?,테일러김밥의 주소는 서울 광진구 긴고랑로11길 12 54호 테일러김밥입니다
테일러김밥의 연락처를 알 수 있나요?,테일러김밥의 연락처는 02-497-8974입니다
테일러김밥의 영업시간은 어떻게 되나요?,테일러김밥의 영업시간은 10:00-20:00입니다
테일러김밥의 연락처가 어떻게 되나요?,테일러김밥의 연락처는 02-497-8974입니다
테일러김밥의 영업시간은 몇시부터 몇시까지로 기재되어 있나요?,테일러김밥의 영업시간은 10:00-20:00입니다
테일러김밥의 휴무일은 어떻게 되나요?,"테일러김밥의 휴무일은 매주 월요일,  화요일입니다"
테일러김밥의 주요 메뉴는 무엇이 있나요?,"테일러김밥의 메뉴에는 테일러 김밥,  매콤 진미 김밥이 있습니다"
테일러김밥의 주차시설이 있나요?,테일러김밥의 주차시설이 있습니다
테일러김밥에 인접한 시설을 알 수 있나요?,"테일러김밥에 인접한 시설에는 중곡역 2번 출구,  이마트에브리데이,  영남상회가 있습니다"
테일러김밥의 주요 메뉴를 알 수 있나요?,"테일러김밥의 메뉴에는 테일러 김밥,  매콤 진미 김밥이 있습니다"
테일러김밥의 주차시설이 있는지 알 수 있나요?,테일러김밥의 주차시설이 있습니다
보틀라운지의 휴무일을 알 수 있나요?,보틀라운지의 휴무일은 매주 월요일입니다
보틀라운지의 주요 메뉴는 무엇이 있나요?,"보틀라운지의 메뉴에는 에스프레소,  아메리카노이 있습니다"
보틀라운지에 인접한 시설이 있나요?,"보틀라운지에 인접한 시설에는 연희동교회,  한양이엔지가 있습니다"
보틀라운지의 주소는 어떻게 되나요?,보틀라운지의 주소는 서울 서대문구 홍연길 26 1층입니다
보틀라운지의 영업시간은 어떻게 되나요?,보틀라운지의 영업시간은 10:00 - 21:00입니다
보틀라운지의 주차시설이 있는지 알 수 있나요?,보틀라운지의 주차시설이 없습니다
보틀라운지의 연락처가 어떻게 되나요?,보틀라운지의 연락처는 02-3144-0703입니다
보틀라운지의 대표적인 메뉴는 무엇이 있나요?,"보틀라운지의 메뉴에는 에스프레소,  아메리카노이 있습니다"
보틀라운지의 영업시간은 몇시부터 몇시까지로 기재되어 있나요?,보틀라운지의 영업시간은 10:00 - 21:00입니다
보틀라운지의 주소를 알 수 있나요?,보틀라운지의 주소는 서울 서대문구 홍연길 26 1층입니다
보틀라운지의 휴무일은 어떻게 되나요?,보틀라운지의 휴무일은 매주 월요일입니다
보틀라운지의 주요 메뉴를 알 수 있나요?,"보틀라운지의 메뉴에는 에스프레소,  아메리카노이 있습니다"
소담히의 영업시간은 몇시부터 몇시까지로 기재되어 있나요?,소담히의 영업시간은 17:00 - 24:00/01:00입니다
소담히의 주요 메뉴를 알 수 있나요?,"소담히의 메뉴에는 육회한 연어,  육전이 있습니다"
소담히의 주차시설이 있나요?,소담히의 주차시설이 있습니다
소담히에 인접한 시설이 있나요?,"소담히에 인접한 시설에는 잠실역 10번 출구,  등촌샤브칼국수,  메머드커피가 있습니다"
소담히의 대표적인 메뉴를 알 수 있나요?,"소담히의 메뉴에는 육회한 연어,  육전이 있습니다"
소담히의 주소가 어떻게 되나요?,소담히의 주소는 서울 송파구 올림픽로30길 9 엘루이시티 1층 105호입니다
소담히의 주소는 어떻게 되나요?,소담히의 주소는 서울 송파구 올림픽로30길 9 엘루이시티 1층 105호입니다
소담히의 연락처가 어떻게 되나요?,소담히의 연락처는 0507-1406-5141입니다
소담히의 영업시간은 어떻게 되나요?,소담히의 영업시간은 17:00 - 24:00/01:00입니다
소담히의 영업시간을 알 수 있나요?,소담히의 영업시간은 17:00 - 24:00/01:00입니다
소담히의 휴무일은 어떻게 되나요?,소담히의 휴무일은 알수없음입니다
라무진 회기점의 주소는 어떻게 되나요?,라무진 회기점의 주소는 서울 동대문구 회기로23길 6입니다
라무진 회기점에 인접한 시설을 알 수 있나요?,라무진 회기점에 인접한 시설에는 회기역 1번 출구가 있습니다
라무진 회기점의 휴무일은 어떻게 되나요?,라무진 회기점의 휴무일은 매주 일요일입니다
라무진 회기점의 영업시간은 몇시부터 몇시까지로 기재되어 있나요?,라무진 회기점의 영업시간은 15:00-22:00입니다
라무진 회기점의 주요 메뉴를 알 수 있나요?,"라무진 회기점의 메뉴에는 양갈비,  하이볼이 있습니다"
라무진 회기점의 주차시설이 있는지 알 수 있나요?,라무진 회기점의 주차시설이 없습니다
라무진 회기점의 연락처가 어떻게 되나요?,라무진 회기점의 연락처는 02-6083-0183입니다
라무진 회기점의 주소를 알 수 있나요?,라무진 회기점의 주소는 서울 동대문구 회기로23길 6입니다
라무진 회기점의 연락처를 알 수 있나요?,라무진 회기점의 연락처는 02-6083-0183입니다
라무진 회기점의 영업시간을 알 수 있나요?,라무진 회기점의 영업시간은 15:00-22:00입니다
라무진 회기점의 주요 메뉴는 무엇이 있나요?,"라무진 회기점의 메뉴에는 양갈비,  하이볼이 있습니다"
라무진 회기점의 휴무일을 알 수 있나요?,라무진 회기점의 휴무일은 매주 일요일입니다
라무진 회기점의 대표적인 메뉴는 무엇이 있나요?,"라무진 회기점의 메뉴에는 양갈비,  하이볼이 있습니다"
라무진 회기점의 영업시간은 어떻게 되나요?,라무진 회기점의 영업시간은 15:00-22:00입니다
옛맛숯불돼지갈비의 대표적인 메뉴는 무엇이 있나요?,"옛맛숯불돼지갈비의 메뉴에는 소갈비살,  돼지갈비이 있습니다"
옛맛숯불돼지갈비의 휴무일은 어떻게 되나요?,옛맛숯불돼지갈비의 휴무일은 없음입니다
옛맛숯불돼지갈비의 연락처가 어떻게 되나요?,옛맛숯불돼지갈비의 연락처는 0507-1498-9310입니다
옛맛숯불돼지갈비의 영업시간을 알 수 있나요?,옛맛숯불돼지갈비의 영업시간은 11:30-21:30입니다
옛맛숯불돼지갈비의 연락처를 알 수 있나요?,옛맛숯불돼지갈비의 연락처는 0507-1498-9310입니다
옛맛숯불돼지갈비에 인접한 시설이 있나요?,"옛맛숯불돼지갈비에 인접한 시설에는 거여역 4번 출구,  남한산성,  가야촌유황오리 본점,  충은교회가 있습니다"
옛맛숯불돼지갈비의 주차시설이 있나요?,옛맛숯불돼지갈비의 주차시설이 있습니다
옛맛숯불돼지갈비의 주소는 어떻게 되나요?,옛맛숯불돼지갈비의 주소는 서울 송파구 오금로 533입니다
옛맛숯불돼지갈비의 휴무일을 알 수 있나요?,옛맛숯불돼지갈비의 휴무일은 없음입니다
옛맛숯불돼지갈비의 주요 메뉴는 무엇이 있나요?,"옛맛숯불돼지갈비의 메뉴에는 소갈비살,  돼지갈비이 있습니다"
옛맛숯불돼지갈비에 인접한 시설을 알 수 있나요?,"옛맛숯불돼지갈비에 인접한 시설에는 거여역 4번 출구,  남한산성,  가야촌유황오리 본점,  충은교회가 있습니다"
옛맛숯불돼지갈비의 주소를 알 수 있나요?,옛맛숯불돼지갈비의 주소는 서울 송파구 오금로 533입니다
동대문엽기떡볶이 경희대점의 영업시간을 알 수 있나요?,동대문엽기떡볶이 경희대점의 영업시간은 12:00-23:30입니다
동대문엽기떡볶이 경희대점에 인접한 시설이 있나요?,동대문엽기떡볶이 경희대점에 인접한 시설에는 회기역 1번 출구가 있습니다
동대문엽기떡볶이 경희대점의 대표 메뉴가 무엇인가요?,"동대문엽기떡볶이 경희대점의 메뉴에는 엽기떡볶이,  엽기닭볶음탕이 있습니다"
동대문엽기떡볶이 경희대점의 주차시설이 있는지 알 수 있나요?,동대문엽기떡볶이 경희대점의 주차시설이 없습니다
동대문엽기떡볶이 경희대점의 주소는 어떻게 되나요?,동대문엽기떡볶이 경희대점의 주소는 서울 동대문구 경희대로 8입니다
동대문엽기떡볶이 경희대점의 연락처가 어떻게 되나요?,동대문엽기떡볶이 경희대점의 연락처는 0507-1408-8592입니다
동대문엽기떡볶이 경희대점의 휴무일을 알 수 있나요?,동대문엽기떡볶이 경희대점의 휴무일은 없음입니다
동대문엽기떡볶이 경희대점의 영업시간은 어떻게 되나요?,동대문엽기떡볶이 경희대점의 영업시간은 12:00-23:30입니다
동대문엽기떡볶이 경희대점에 인접한 시설을 알 수 있나요?,동대문엽기떡볶이 경희대점에 인접한 시설에는 회기역 1번 출구가 있습니다
동대문엽기떡볶이 경희대점의 메뉴를 알 수 있나요?,"동대문엽기떡볶이 경희대점의 메뉴에는 엽기떡볶이,  엽기닭볶음탕이 있습니다"
동대문엽기떡볶이 경희대점의 휴무일은 어떻게 되나요?,동대문엽기떡볶이 경희대점의 휴무일은 없음입니다
탕화쿵푸마라탕 대림점의 주차시설이 있는지 알 수 있나요?,탕화쿵푸마라탕 대림점의 주차시설이 있습니다
탕화쿵푸마라탕 대림점에 인접한 시설을 알 수 있나요?,"탕화쿵푸마라탕 대림점에 인접한 시설에는 대림역 12번 출구,  대림찹쌀순대,  오페라 노래연습장가 있습니다"
탕화쿵푸마라탕 대림점의 휴무일을 알 수 있나요?,탕화쿵푸마라탕 대림점의 휴무일은 없음입니다
탕화쿵푸마라탕 대림점의 대표적인 메뉴는 무엇이 있나요?,"탕화쿵푸마라탕 대림점의 메뉴에는 마라탕,  량피이 있습니다"
탕화쿵푸마라탕 대림점의 영업시간은 몇시부터 몇시까지로 기재되어 있나요?,탕화쿵푸마라탕 대림점의 영업시간은 11:00 - 23:00입니다
탕화쿵푸마라탕 대림점의 연락처를 알 수 있나요?,탕화쿵푸마라탕 대림점의 연락처는 02-831-0031입니다
탕화쿵푸마라탕 대림점의 주소는 어떻게 되나요?,탕화쿵푸마라탕 대림점의 주소는 서울 영등포구 도림로36길 3-6입니다
